imdb_id,critic_reviews,user_reviews,metascore,budget,worldwide_gross
tt0248110,6,20,,,
tt6347482,,,,,
tt5458650,,,,,
tt0280119,,,,,
tt2326612,113,304,36,,
tt0289782,10,14,,,
tt0140377,1,20,,,
tt0052072,,,,,
tt15010664,,,,,
tt0241012,,,,,
tt0067597,,,,,
tt2104917,,,,,
tt0046468,9,3,,,
tt3155298,66,458,53,,
tt0419165,,,,,
tt0821642,203,166,61,,
tt1855246,,,,,
tt2246520,3,1,,,
tt0039891,,,,,
tt1436484,,,,,
tt0054493,,,,,
tt2244242,,,,,
tt7037010,,,,,
tt6228672,5,1,,,
tt1502400,,,,,
tt9297754,24,6,,,
tt2267784,,,,,
tt0300947,,,,,
tt6076668,47,34,,,
tt0190421,,,,,
tt6181594,,,,,
tt1525890,37,103,,,
tt0203239,,,,,
tt1846732,,,,,
tt8358314,,,,,
tt6426022,,,,,
tt0064733,2,6,,,
tt15553842,,,,,
tt3645988,43,46,,,
tt0315264,,,,,
tt0244977,,,,,
tt3409640,47,6,,,
tt0017962,,,,,
tt2641792,,,,,
tt0015661,,,,,
tt2655740,,,,,
tt8811136,7,5,,,
tt8404272,12,10,,,
tt6864864,12,16,,,
tt0079706,,,,,
tt0423286,,,,,
tt0054010,,,,,
tt0216295,1,1,,,
tt0396451,,,,,
tt0086434,22,14,,,
tt1118674,,,,,
tt0284214,11,17,,,
tt2301197,,,,,
tt0028052,4,2,,,
tt2301057,,,,,
tt0176069,,,,,
tt0936504,6,1,,,
tt0056542,,,,,
tt0052528,7,9,,,
tt0291881,,,,,
tt3468006,,,,,
tt0354067,,,,,
tt0115616,,,,,
tt0367814,,,,,
tt1356794,,,,,
tt0278321,,,,,
tt0019290,5,8,,,
tt2072134,32,18,,,
tt3353060,6,21,,,
tt3696358,1,1,,,
tt8119302,,,,,
tt1791574,,,,,
tt5572792,,,,,
tt0006456,,,,,
tt1603879,,,,,
tt7608092,,,,,
tt0892255,168,84,,,
tt5423636,22,1,,,
tt0095463,1,1,,,
tt0228498,7,3,,,
tt0324343,,,,,
tt0492650,4,9,,,
tt0157316,1,6,,,
tt0488929,,,,,
tt0178858,,,,,
tt1742067,2,1,,,
tt0422908,1,4,,,
tt3673954,,,,,
tt0065704,,,,,
tt3264890,,,,,
tt6936224,,,,,
tt0239015,,,,,
tt8409498,1,15,,,
tt2691726,,,,,
tt0359875,,,,,
tt10524746,,,,,
tt0997170,2,4,,,
tt0327947,,,,,
tt1312954,,,,,
tt20231014,,,,,
tt2113638,,,,,
tt0370438,,,,,
tt0106308,253,716,59,,
tt4464394,26,73,21,,
tt0064757,137,619,61,,
tt0180974,,,,,
tt0140003,,,,,
tt3228124,,,,,
tt1793239,56,21,55,,
tt13073962,,,,,
tt2325604,,,,,
tt0065958,6,3,,,
tt1438212,,,,,
tt0232076,,,,,
tt0060362,4,9,,,
tt0145354,,,,,
tt0882967,6,3,,,
tt1826959,,,,,
tt0262580,,,,,
tt0033078,,,,,
tt0220095,3,4,,,
tt1740502,,,,,
tt1690542,,,,,
tt9020428,,,,,
tt10905616,1,41,,,
tt6941984,,,,,
tt0171791,,,,,
tt2828140,,,,,
tt0290331,1,4,,,
tt1010380,,,,,
tt3100678,40,21,,,
tt0095308,,,,,
tt0926040,,,,,
tt0337585,13,14,52,,
tt2971414,1,5,,,
tt12778140,,,,,
tt0039075,1,6,,,
tt0106807,,,,,
tt0100267,,,,,
tt0068295,15,16,,,
tt4698684,233,358,81,,
tt0324199,,,,,
tt13058156,,,,,
tt0163669,2,1,,,
tt1356540,,,,,
tt0083706,,,,,
tt0034102,8,7,,,
tt1830739,,,,,
tt1150946,,,,,
tt0104927,1,2,,,
tt11143444,1,2,,,
tt0326317,,,,,
tt1495768,10,1,,,
tt7331424,1,5,,,
tt4081260,,,,,
tt0067246,3,1,,,
tt1592503,79,26,,,
tt0447349,,,,,
tt0049329,,,,,
tt0261816,,,,,
tt0025806,,,,,
tt0072053,9,13,,,
tt6620412,,,,,
tt0162991,2,1,,,
tt1579748,,,,,
tt0080436,30,51,,,
tt0100426,2,1,,,
tt0361920,,,,,
tt0265426,,,,,
tt2301153,,,,,
tt6729000,40,55,71,,
tt22048322,,,,,
tt0322824,66,46,76,,
tt0414023,,,,,
tt1864411,,,,,
tt0029711,,,,,
tt0428663,2,4,,,
tt12496706,58,49,51,,
tt0037118,,,,,
tt0180889,,,,,
tt6134982,13,1,,,
tt2638104,3,12,,,
tt0046752,,,,,
tt0403407,103,51,,,
tt14365790,14,7,,,
tt3844876,13,61,,,
tt4697026,1,1,,,
tt12003372,2,1,,,
tt0100738,,,,,
tt1935156,204,93,79,,
tt6940952,,,,,
tt1521237,3,1,,,
tt7180784,,,,,
tt1043845,18,13,,,
tt1980083,,,,,
tt0334917,13,5,,,
tt0231546,,,,,
tt0047900,2,1,,,
tt0876294,64,129,,,
tt14826266,,,,,
tt0092982,2,3,,,
tt1801050,,,,,
tt0426291,,,,,
tt3103350,,,,,
tt1204935,,,,,
tt0035850,6,6,,,
tt1399000,,,,,
tt0401248,47,41,66,,
tt0175820,,,,,
tt0085980,22,32,17,,
tt2023701,,,,,
tt11023454,,,,,
tt0040806,45,84,,,
tt0333788,,,,,
tt7576626,,,,,
tt8583520,,,,,
tt0353240,,,,,
tt1105301,,,,,
tt0207455,,,,,
tt4934886,,,,,
tt13761172,,,,,
tt8033592,17,38,,,
tt22360682,6,5,,,
tt1292642,7,7,,,
tt0461769,14,6,,,
tt1454700,,,,,
tt0357092,,,,,
tt0264883,,,,,
tt4653714,,,,,
tt0263017,,,,,
tt0038873,36,105,,,
tt0088678,18,32,,,
tt1219167,,,,,
tt1789814,,,,,
tt0362804,6,4,,,
tt1680724,,,,,
tt0108610,,,,,
tt0305370,,,,,
tt0063620,1,1,,,
tt0032328,1,2,,,
tt15723074,,,,,
tt0275754,,,,,
tt0363645,,,,,
tt0322146,,,,,
tt0055064,,,,,
tt0133273,,,,,
tt3679060,26,32,,,
tt0116281,,,,,
tt4614362,,,,,
tt0231494,,,,,
tt0099593,1,2,,,
tt0167137,3,21,,,
tt12731348,,,,,
tt0078728,2,6,,,
tt13440294,3,51,,,
tt0027932,1,6,,,
tt25177688,,,,,
tt1067765,41,55,61,,
tt0065670,2,10,,,
tt0107473,28,69,71,,
tt0048279,2,11,,,
tt1737691,,,,,
tt0093589,16,20,,,
tt12181374,,,,,
tt0348536,7,1,,,
tt0261623,,,,,
tt0471915,,,,,
tt0256150,,,,,
tt0180466,,,,,
tt0073817,37,54,,,
tt0028527,1,8,,,
tt1067069,5,24,,,
tt4983780,7,280,,,
tt4595114,,,,,
tt1311644,,,,,
tt3838154,,,,,
tt3364722,,,,,
tt8396210,,,,,
tt5125726,,,,,
tt1748207,140,92,67,,
tt0151750,,,,,
tt6653550,,,,,
tt11007470,,,,,
tt0028380,,,,,
tt0203683,,,,,
tt2359924,,,,,
tt2649126,16,1,,,
tt0195318,1,2,,,
tt0147699,,,,,
tt0063771,28,16,,,
tt2872750,244,139,81,,
tt0362241,,,,,
tt0095626,24,43,,,
tt2836568,,,,,
tt10560778,,,,,
tt0059096,1,19,,,
tt0467506,29,15,,,
tt1827527,,,,,
tt0092634,,,,,
tt2093286,,,,,
tt0031724,1,1,,,
tt0011281,,,,,
tt0041321,,,,,
tt5578722,3,2,,,
tt2649912,,,,,
tt0150413,,,,,
tt0324502,1,1,,,
tt1815746,19,25,,,
tt1556146,,,,,
tt5742932,,,,,
tt0174732,2,10,,,
tt9357626,,,,,
tt2419450,,,,,
tt1620449,39,50,,,
tt5737166,35,7,,,
tt4860014,,,,,
tt6166228,,,,,
tt0108521,5,9,,,
tt1789038,,,,,
tt2326107,,,,,
tt2293036,,,,,
tt4934152,,,,,
tt3407582,,,,,
tt0181323,1,4,,,
tt15392422,,,,,
tt0192765,,,,,
tt0168902,,,,,
tt3781548,,,,,
tt0019976,9,31,,,
tt4819470,,,,,
tt6545212,1,118,,,
tt0416664,6,3,,,
tt1687269,,,,,
tt4265096,1,13,,,
tt0077527,,,,,
tt0214082,,,,,
tt0329995,1,1,,,
tt0369221,,,,,
tt3276944,10,2,,,
tt4228924,,,,,
tt11671040,1,3,,,
tt3429740,,,,,
tt3364264,8,22,65,,
tt0078432,,,,,
tt0120883,12,3,,,
tt0058896,,,,,
tt0078986,2,4,,,
tt1326236,,,,,
tt4765870,24,23,,,
tt12466240,10,16,,,
tt5518358,1,4,,,
tt0290402,,,,,
tt0050743,,,,,
tt6113666,3,6,,,
tt2906280,,,,,
tt0469681,,,,,
tt10875196,,,,,
tt0275230,53,98,44,,
tt3312762,,,,,
tt0345128,6,4,,,
tt0301893,7,57,9,,
tt0400635,,,,,
tt7821538,,,,,
tt0182035,,,,,
tt1956603,,,,,
tt0113372,,,,,
tt2170406,,,,,
tt0064422,,,,,
tt0022918,3,10,,,
tt0239249,,,,,
tt1399938,,,,,
tt0166396,72,245,71,,
tt2275853,,,,,
tt3350124,1,1,,,
tt1191114,4,2,,,
tt3770768,,,,,
tt0052003,1,9,,,
tt0135684,,,,,
tt5081304,5,8,,,
tt3864024,44,45,42,,
tt3560546,4,2,,,
tt0128332,3,10,,,
tt0031732,,,,,
tt9610596,,,,,
tt4613576,,,,,
tt0056055,23,34,,,
tt0211556,,,,,
tt13546124,,,,,
tt21922264,,,,,
tt0033323,5,21,,,
tt0118685,7,10,,,
tt0087525,7,18,,,
tt0439459,,,,,
tt4132548,,,,,
tt1381278,,,,,
tt0195685,142,569,73,,
tt5699154,64,17,,,
tt0346585,,,,,
tt0145209,,,,,
tt1887936,3,1,,,
tt3204734,6,44,,,
tt1045160,,,,,
tt4613780,6,19,,,
tt2557924,,,,,
tt3913452,,,,,
tt7938054,15,8,,,
tt1986816,,,,,
tt10652780,16,1,,,
tt4909070,,,,,
tt0098278,,,,,
tt0063180,,,,,
tt1784589,25,37,,,
tt0218861,,,,,
tt0136694,2,2,,,
tt0076291,,,,,
tt4581722,,,,,
tt0274798,,,,,
tt0067992,96,473,67,,
tt1213124,,,,,
tt0027006,,,,,
tt0470884,,,,,
tt5327286,,,,,
tt13362890,11,39,,,
tt0081076,36,17,,,
tt0254455,89,155,65,,
tt0099905,,,,,
tt1284990,,,,,
tt0245252,,,,,
tt0076081,11,8,,,
tt0446965,,,,,
tt1979257,,,,,
tt0318844,,,,,
tt0290002,133,458,41,,
tt0098368,19,8,,,
tt5358714,15,1,,,
tt3137764,15,25,41,,
tt0297332,,,,,
tt3328762,7,2,,,
tt1846479,,,,,
tt9675274,3,60,,,
tt1298644,149,694,35,,
tt3573598,71,23,71,,
tt8066972,25,18,63,,
tt6556890,57,146,,,
tt2671776,,,,,
tt0268585,1,2,,,
tt0847758,,,,,
tt11115272,,,,,
tt0082443,3,11,,,
tt0426073,,,,,
tt15804218,,,,,
tt1534013,,,,,
tt1336002,,,,,
tt0480128,,,,,
tt13084912,5,2,,,
tt1015471,24,25,60,,
tt0380636,2,1,,,
tt14331144,40,77,71,,
tt13096232,,,,,
tt0025138,,,,,
tt0439746,3,2,,,
tt5101960,,,,,
tt1105512,65,26,57,,
tt0219353,,,,,
tt0093030,,,,,
tt7366340,,,,,
tt6814914,28,7,,,
tt0150079,3,6,,,
tt0258032,,,,,
tt0353010,,,,,
tt0100587,6,5,,,
tt2607890,,,,,
tt1878969,,,,,
tt0431498,,,,,
tt0445388,,,,,
tt0991010,4,4,,,
tt0240090,,,,,
tt12219112,,,,,
tt0052722,32,80,80,,
tt0160624,,,,,
tt8171022,,,,,
tt0108672,,,,,
tt0034002,2,7,,,
tt0112385,,,,,
tt8074340,52,5,,,
tt5125104,,,,,
tt2220694,,,,,
tt1009017,6,18,,,
tt0498094,,,,,
tt0197227,2,13,,,
tt1473093,,,,,
tt6192716,,,,,
tt5118514,,,,,
tt15166394,,,,,
tt0167339,,,,,
tt1084950,230,320,83,,
tt1577809,,,,,
tt16445498,5,1,,,
tt0045966,24,53,,,
tt0059850,4,2,,,
tt5891746,,,,,
tt0056428,,,,,
tt0928194,2,2,,,
tt0289557,,,,,
tt0887711,,,,,
tt0021691,2,4,,,
tt2091883,,,,,
tt0995730,,,,,
tt11602542,,,,,
tt0007910,,,,,
tt0110773,5,4,,,
tt0064992,1,1,,,
tt0133060,,,,,
tt2182019,58,34,,,
tt0140428,4,7,,,
tt0154139,,,,,
tt2328188,,,,,
tt14074042,,,,,
tt0031613,,,,,
tt1194674,,,,,
tt0126985,5,2,,,
tt0323158,,,,,
tt0494216,2,1,,,
tt6579888,3,1,,,
tt0139728,6,1,,,
tt1691153,23,34,,,
tt2462604,,,,,
tt0105278,,,,,
tt0022581,,,,,
tt2196746,,,,,
tt5740852,14,25,67,,
tt1538290,,,,,
tt0782155,,,,,
tt3950932,,,,,
tt0124545,,,,,
tt1410282,2,1,,,
tt0082311,,,,,
tt2078523,30,5,,,
tt0167076,,,,,
tt0118820,,,,,
tt0405121,1,5,,,
tt0385103,,,,,
tt1727375,16,1,,,
tt0383638,,,,,
tt0087352,,,,,
tt4905732,,,,,
tt2066155,1,1,,,
tt0148771,,,,,
tt0032221,13,29,,,
tt3501232,,,,,
tt9359696,,,,,
tt12868066,,,,,
tt0160945,,,,,
tt7119492,,,,,
tt3492330,12,1,,,
tt21339834,2,1,,,
tt0259690,3,4,,,
tt0424234,4,7,,,
tt5704368,20,9,,,
tt0345712,,,,,
tt10521244,2,2,,,
tt1853739,418,466,66,,
tt0349835,4,1,,,
tt0016073,,,,,
tt2357201,3,2,,,
tt1542905,,,,,
tt0287319,,,,,
tt0156011,,,,,
tt1957993,,,,,
tt18269838,7,10,66,,
tt0062393,2,2,,,
tt0172625,,,,,
tt0040713,,,,,
tt1249414,37,2,75,,
tt8764384,,,,,
tt3799694,459,602,70,,
tt0038132,,,,,
tt0274022,,,,,
tt0049761,2,1,,,
tt0053422,,,,,
tt7798646,69,121,62,,
tt3723940,,,,,
tt20673836,1,1,,,
tt0276203,,,,,
tt0089751,,,,,
tt2852640,,,,,
tt1946157,,,,,
tt1778210,,,,,
tt0031146,,,,,
tt0107210,1,4,,,
tt0063402,12,21,,,
tt3265542,,,,,
tt0132686,,,,,
tt10911998,,,,,
tt3331930,,,,,
tt1396235,1,1,,,
tt9788930,,,,,
tt0446686,,,,,
tt7820502,,,,,
tt7952200,,,,,
tt0354104,,,,,
tt0067676,4,3,,,
tt14057058,,,,,
tt0041746,23,58,,,
tt0051653,1,5,,,
tt16306290,,,,,
tt0195084,,,,,
tt0090964,,,,,
tt0088151,1,5,,,
tt0487903,,,,,
tt5116302,44,455,69,,
tt2664822,,,,,
tt0378663,,,,,
tt1730706,2,1,,,
tt7749928,,,,,
tt0120171,4,7,,,
tt10638582,1,1,,,
tt0119014,,,,,
tt9377978,,,,,
tt0083020,,,,,
tt0245841,,,,,
tt0888032,,,,,
tt0093959,1,3,,,
tt1828325,,,,,
tt0042830,1,10,,,
tt3231482,1,2,,,
tt4047126,3,2,,,
tt11317110,,,,,
tt0365712,,,,,
tt1869542,,,,,
tt0016294,2,7,,,
tt0276223,,,,,
tt13647276,,,,,
tt9619402,,,,,
tt0116866,21,5,87,,
tt0025972,2,6,,,
tt0372249,,,,,
tt11300696,5,1,,,
tt1753562,,,,,
tt0410890,,,,,
tt0411854,,,,,
tt0055442,,,,,
tt0241908,,,,,
tt0226286,,,,,
tt0010935,,,,,
tt0099399,42,63,,,
tt0456413,4,14,,,
tt4570788,,,,,
tt5446460,,,,,
tt6574146,24,43,,,
tt0259452,,,,,
tt5525846,,,,,
tt0185181,,,,,
tt9799088,,,,,
tt6693242,1,6,,,
tt0074486,171,712,87,,
tt1964467,,,,,
tt0050109,,,,,
tt0131344,,,,,
tt0254842,,,,,
tt0283269,2,6,,,
tt0094618,6,5,,,
tt0477300,,,,,
tt9573180,18,5,,,
tt0047270,,,,,
tt2293038,,,,,
tt0110822,,,,,
tt2579732,,,,,
tt0140337,1,6,,,
tt1513054,4,1,,,
tt0353761,,,,,
tt0389931,,,,,
tt0459894,,,,,
tt1618386,2,1,,,
tt8571428,,,,,
tt0012490,,,,,
tt3144524,,,,,
tt0101288,,,,,
tt8515368,,,,,
tt0123526,1,1,,,
tt0080635,,,,,
tt1826701,,,,,
tt0092703,,,,,
tt0237306,,,,,
tt0477629,,,,,
tt11908078,,,,,
tt1179376,,,,,
tt0074166,,,,,
tt0072684,110,539,89,,
tt0309912,72,107,71,,
tt0089369,,,,,
tt0068536,,,,,
tt19363758,,,,,
tt0145641,1,5,,,
tt0496673,16,8,,,
tt0055951,,,,,
tt7135738,3,1,,,
tt0213639,,,,,
tt8908006,,,,,
tt0127846,,,,,
tt14142892,1,18,,,
tt1696541,,,,,
tt0072198,23,23,,,
tt0060861,,,,,
tt3688034,,,,,
tt2009550,7,1,,,
tt0070530,,,,,
tt0110215,11,9,,,
tt5243900,4,6,,,
tt2055716,4,3,,,
tt0800069,160,247,32,,
tt0461126,,,,,
tt0064607,2,1,,,
tt0178927,,,,,
tt0061118,,,,,
tt5786184,,,,,
tt3174292,4,2,,,
tt10434706,,,,,
tt0052617,14,20,,,
tt10642834,63,55,80,,
tt11422894,,,,,
tt0011130,72,86,,,
tt0826796,,,,,
tt0115067,11,14,,,
tt0072590,9,8,,,
tt0039192,115,187,86,,
tt11779042,,,,,
tt9860728,39,304,,,
tt0046996,,,,,
tt26595548,,,,,
tt0023316,4,8,,,
tt0145929,5,10,,,
tt0099153,13,15,,,
tt1659193,,,,,
tt0830209,,,,,
tt1559036,43,34,61,,
tt0022029,1,6,,,
tt0450412,4,4,,,
tt3247924,,,,,
tt1820488,99,30,84,,
tt4264562,11,1,,,
tt0047632,,,,,
tt0046918,,,,,
tt3040964,462,640,77,,
tt2756644,1,3,,,
tt3697240,2,5,,,
tt1871360,,,,,
tt0480051,6,2,,,
tt1934169,,,,,
tt4112208,4,10,,,
tt4549066,,,,,
tt0162867,,,,,
tt1427274,,,,,
tt0053146,56,89,81,,
tt0376839,2,1,,,
tt0070729,,,,,
tt2731130,3,1,,,
tt0053122,,,,,
tt0105396,4,11,,,
tt13623236,,,,,
tt0118613,,,,,
tt5461956,22,86,21,,
tt2396679,,,,,
tt17523226,,,,,
tt10869774,,,,,
tt0086370,12,18,,,
tt0094905,,,,,
tt0430420,,,,,
tt5472714,,,,,
tt0095196,,,,,
tt3951266,,,,,
tt0022977,,,,,
tt5206098,4,5,,,
tt5712844,2,2,,,
tt5318156,,,,,
tt0181111,,,,,
tt0269826,,,,,
tt2009592,4,8,,,
tt0099124,,,,,
tt1444300,,,,,
tt6264928,11,3,,,
tt0089873,1,1,,,
tt22742070,,,,,
tt16162830,,,,,
tt0466794,,,,,
tt0040956,,,,,
tt0083300,3,2,,,
tt0110516,22,60,,,
tt0108293,9,6,,,
tt6908978,,,,,
tt0073706,3,7,,,
tt15710032,,,,,
tt0238735,,,,,
tt0171433,96,269,60,,
tt0121418,,,,,
tt0078099,,,,,
tt0173697,,,,,
tt2139535,,,,,
tt2820226,5,1,,,
tt1442205,,,,,
tt7345930,12,65,,,
tt0013201,18,29,,,
tt9155302,,,,,
tt3430042,4,13,,,
tt0073128,1,1,,,
tt0061634,41,65,,,
tt8764762,,,,,
tt0145835,,,,,
tt8184802,,,,,
tt0012548,,,,,
tt0312771,,,,,
tt0053605,,,,,
tt6288694,41,103,49,,
tt2070883,15,2,,,
tt0035211,32,94,,,
tt0320453,,,,,
tt0160697,,,,,
tt0197293,,,,,
tt0311395,,,,,
tt0445205,,,,,
tt0473342,3,2,,,
tt6047852,25,1,,,
tt1042463,,,,,
tt8206940,1,5,,,
tt5137944,,,,,
tt7503072,,,,,
tt0340227,11,7,,,
tt0032505,2,15,,,
tt3369248,21,6,66,,
tt13300924,,,,,
tt2114501,,,,,
tt12186676,,,,,
tt0398360,,,,,
tt0356666,,,,,
tt12752802,,,,,
tt0307453,134,362,48,,
tt2111292,1,8,,,
tt1496005,83,20,58,,
tt0120843,,,,,
tt0198604,,,,,
tt0065610,13,34,,,
tt0089821,32,16,,,
tt0060730,,,,,
tt12738164,,,,,
tt4138306,,,,,
tt4292478,,,,,
tt14773866,,,,,
tt0251182,1,2,,,
tt0013093,,,,,
tt2430166,,,,,
tt0031420,,,,,
tt0031519,1,1,,,
tt0810822,,,,,
tt0037148,,,,,
tt1785670,3,6,,,
tt3621718,,,,,
tt0145423,4,4,,,
tt0287811,4,8,,,
tt7889902,,,,,
tt3325802,10,1,,,
tt0348011,,,,,
tt0236193,,,,,
tt0062816,1,6,,,
tt0088188,,,,,
tt6495564,,,,,
tt2712216,,,,,
tt1702543,21,5,,,
tt0169641,,,,,
tt0038823,34,52,,,
tt0205485,,,,,
tt2966846,,,,,
tt10092736,12,1,,,
tt6402950,,,,,
tt1826873,,,,,
tt0028807,6,18,,,
tt2934408,,,,,
tt8348286,,,,,
tt2104844,,,,,
tt0403326,,,,,
tt0158798,,,,,
tt0104702,1,19,,,
tt6880058,3,11,,,
tt6324614,42,43,,,
tt0164370,2,2,,,
tt0001113,,,,,
tt8290478,16,2,,,
tt0074465,,,,,
tt2258641,,,,,
tt6235470,,,,,
tt0199987,1,3,,,
tt0101652,,,,,
tt0257852,,,,,
tt0028343,,,,,
tt1657510,67,64,37,,
tt4781612,143,145,68,,
tt0356485,5,4,,,
tt0473502,,,,,
tt0154663,1,2,,,
tt3043630,5,13,,,
tt0054971,1,7,,,
tt0067760,,,,,
tt1312246,3,4,,,
tt0045143,,,,,
tt1485750,,,,,
tt0069015,2,3,,,
tt6771164,,,,,
tt0134187,,,,,
tt1029285,2,11,,,
tt0060099,9,16,,,
tt0371974,1,3,,,
tt0187345,,,,,
tt0042059,6,4,,,
tt0066143,4,4,,,
tt0441516,,,,,
tt8116116,,,,,
tt1289802,3,1,,,
tt0409459,348,1.5K,56,,
tt16137982,8,4,,,
tt14550344,,,,,
tt2248755,,,,,
tt6315524,6,26,,,
tt0145711,,,,,
tt0054986,2,1,,,
tt4396010,12,3,,,
tt9554958,,,,,
tt6685410,,,,,
tt1540028,,,,,
tt0209320,,,,,
tt0293020,1,1,,,
tt0070157,19,20,,,
tt1459981,,,,,
tt1377396,,,,,
tt0419194,,,,,
tt0207195,25,6,64,,
tt0156132,,,,,
tt0177705,,,,,
tt0178930,,,,,
tt0113096,,,,,
tt0047694,,,,,
tt15779054,,,,,
tt10643918,9,9,,,
tt1532513,10,4,,,
tt2199543,73,13,64,,
tt0151886,1,3,,,
tt0433927,,,,,
tt0014203,,,,,
tt1693838,,,,,
tt2057913,,,,,
tt5137986,,,,,
tt1931444,1,1,,,
tt0032596,4,14,,,
tt15731122,,,,,
tt0073252,,,,,
tt0201538,10,9,73,,
tt6888362,16,3,,,
tt0024664,5,14,,,
tt2324296,,,,,
tt0066777,,,,,
tt15384272,1,1,,,
tt5521836,,,,,
tt10342350,4,2,,,
tt0072142,5,1,,,
tt0359771,,,,,
tt0173686,,,,,
tt0196857,54,62,32,,
tt3487306,,,,,
tt0075279,,,,,
tt1802529,3,6,44,,
tt0054336,,,,,
tt0049492,,,,,
tt0259335,,,,,
tt1160012,3,9,,,
tt2597554,,,,,
tt7514302,,,,,
tt0046436,22,55,,,
tt3119050,,,,,
tt1297844,,,,,
tt2327439,1,1,,,
tt7231546,9,44,,,
tt2603486,,,,,
tt0050782,39,43,,,
tt0077567,3,1,,,
tt9169318,5,7,,,
tt7999072,3,2,,,
tt20000072,,,,,
tt1800307,,,,,
tt0112513,3,16,,,
tt0189908,1,1,,,
tt0058272,,,,,
tt0499484,9,128,,,
tt0272646,,,,,
tt0304894,3,1,,,
tt7681514,,,,,
tt0077645,17,13,,,
tt0111406,2,4,,,
tt11840988,26,41,,,
tt8318200,,,,,
tt0071263,,,,,
tt0108009,,,,,
tt9179226,,,,,
tt3394972,10,5,,,
tt15418540,,,,,
tt7705824,,,,,
tt0183873,,,,,
tt12525800,,,,,
tt0424025,42,69,,,
tt0041316,,,,,
tt2961230,,,,,
tt0048291,11,34,,,
tt0042627,3,6,,,
tt0029240,2,2,,,
tt1829733,,,,,
tt2653224,,,,,
tt0073246,,,,,
tt0412554,6,6,,,
tt1783780,26,8,,,
tt8541354,,,,,
tt0069287,,,,,
tt0066913,6,4,,,
tt1437413,,,,,
tt4455634,,,,,
tt2956858,2,1,,,
tt0847505,,,,,
tt0820162,2,4,,,
tt0074916,52,32,,,
tt0212215,1,3,,,
tt0374584,11,37,,,
tt1442263,,,,,
tt3076982,4,1,,,
tt14222772,3,7,,,
tt13328854,,,,,
tt0929419,2,1,,,
tt2076277,,,,,
tt0172842,,,,,
tt1520370,,,,,
tt2072126,1,4,,,
tt0403203,,,,,
tt1385513,,,,,
tt0170736,,,,,
tt7209472,36,41,,,
tt0076509,2,2,,,
tt9695404,3,3,,,
tt0320394,3,4,,,
tt2949382,,,,,
tt3265546,,,,,
tt0820158,4,4,,,
tt2083141,,,,,
tt7776060,8,1,,,
tt6499752,284,1.3K,67,,
tt0052552,,,,,
tt0878700,,,,,
tt4900156,21,4,,,
tt0356020,,,,,
tt0113760,,,,,
tt11177804,11,24,,,
tt0360486,290,1.1K,50,,
tt4170810,,,,,
tt7604210,,,,,
tt3352748,4,2,,,
tt0151475,,,,,
tt0196523,1,2,,,
tt7821898,,,,,
tt0104978,,,,,
tt1650412,13,9,,,
tt1189003,,,,,
tt0196195,,,,,
tt2032452,10,2,39,,
tt0277919,2,2,,,
tt0193590,,,,,
tt1641244,1,1,,,
tt0854161,2,1,,,
tt2072996,,,,,
tt0012249,10,6,,,
tt0036222,,,,,
tt0050235,27,30,,,
tt0238247,34,61,38,,
tt0922477,,,,,
tt0025509,22,29,,,
tt0068348,13,7,,,
tt0028468,1,3,,,
tt0325666,,,,,
tt0269384,,,,,
tt2437226,,,,,
tt0139210,,,,,
tt0078617,,,,,
tt3223338,,,,,
tt1476250,4,1,,,
tt0297920,,,,,
tt0071963,,,,,
tt3679978,3,10,,,
tt4977540,,,,,
tt11409736,36,1,83,,
tt2610798,11,1,,,
tt0014118,,,,,
tt14873836,,,,,
tt1800669,65,11,65,,
tt0106332,45,131,83,,
tt1227140,,,,,
tt6982588,,,,,
tt0008623,,,,,
tt15393652,13,3,,,
tt0470042,,,,,
tt2027237,,,,,
tt2007995,41,2,,,
tt1181451,,,,,
tt5176762,1,2,,,
tt0372760,,,,,
tt0026744,6,26,,,
tt5820664,,,,,
tt1492934,,,,,
tt0230443,,,,,
tt0455540,,,,,
tt0017860,1,5,,,
tt0066225,,,,,
tt5335724,,,,,
tt0220044,4,1,,,
tt2896932,2,9,,,
tt9272824,,,,,
tt0074643,,,,,
tt0109581,8,5,,,
tt0042185,,,,,
tt0219380,,,,,
tt0217603,1,13,,,
tt0298500,,,,,
tt0076056,,,,,
tt7799372,,,,,
tt14681742,,,,,
tt3416386,,,,,
tt3020986,,,,,
tt0180336,,,,,
tt2347816,,,,,
tt2847412,,,,,
tt14117920,2,1,,,
tt13237416,,,,,
tt7480958,1,1,,,
tt4421802,,,,,
tt2137038,,,,,
tt0371712,,,,,
tt13802196,,,,,
tt0116589,27,13,,,
tt1865490,,,,,
tt0310979,,,,,
tt0053306,3,6,,,
tt0046366,22,48,,,
tt2243199,,,,,
tt0044454,,,,,
tt0313596,,,,,
tt1571574,,,,,
tt10260042,29,11,,,
tt6950320,,,,,
tt0090181,2,5,,,
tt0119721,1,8,,,
tt8514324,,,,,
tt0077855,1,2,,,
tt0024981,4,8,,,
tt11646442,,,,,
tt0289138,,,,,
tt0365013,1,4,,,
tt0101245,,,,,
tt0056381,,,,,
tt8681068,,,,,
tt0056999,2,8,,,
tt15689432,,,,,
tt0089545,,,,,
tt2421732,,,,,
tt1303814,,,,,
tt7867076,2,27,,,
tt3159818,22,14,,,
tt0798735,,,,,
tt0415676,,,,,
