user_id,weighted_genres
ur17402599,"[0.329   0.3785  0.      0.69875 1.633   0.76075 0.07675 4.811   0.10375
 0.28625 0.10225 0.30925 0.27975 0.17325 0.2615  0.52275 0.      0.
 1.67525 0.2245  0.      0.04475 0.      0.58    0.35775 0.09525]"
ur17406914,"[0.77921627 1.21329365 0.546875   0.49126984 1.3000496  0.64508929
 0.05917659 3.58040675 0.34082341 0.40972222 0.03293651 0.21364087
 0.2703869  0.14097222 0.05421627 0.55094246 0.         0.
 0.9235119  0.43214286 0.         0.07132937 0.         0.62123016
 0.19548611 0.03789683]"
ur1744675,"[2.102997   1.70589411 0.19250749 0.31618382 1.55334665 1.24815185
 0.05084915 2.76493506 0.1992008  0.45874126 0.11748252 0.19320679
 0.47722278 0.11678322 0.02707293 0.63606394 0.         0.
 0.56563437 0.87242757 0.         0.06733267 0.         1.16103896
 0.2010989  0.05624376]"
ur17471213,"[0.80038462 0.46192308 0.26384615 0.33230769 1.03923077 0.47192308
 0.26884615 2.29692308 0.21346154 0.47769231 0.         0.08538462
 0.91346154 0.14076923 0.025      0.475      0.         0.
 0.70384615 0.23961538 0.         0.01384615 0.         0.53269231
 0.08192308 0.02884615]"
ur17472655,"[5.59638554e-01 4.92168675e-01 0.00000000e+00 9.63855422e-01
 1.46807229e+00 1.02921687e+00 5.14156627e-01 3.71355422e+00
 3.31325301e-02 2.10542169e-01 4.36746988e-02 3.95783133e-01
 3.09337349e-01 2.95783133e-01 2.71084337e-03 5.90060241e-01
 3.01204819e-02 0.00000000e+00 4.60542169e-01 4.43072289e-01
 0.00000000e+00 1.27710843e-01 0.00000000e+00 8.31024096e-01
 2.50301205e-01 6.77710843e-02]"
ur1750882,"[1.53501805 1.0133574  0.10379061 0.57039711 1.71895307 1.16281588
 0.03501805 3.24241877 0.17418773 0.37166065 0.         0.20397112
 0.19927798 0.10685921 0.07400722 0.44368231 0.         0.
 1.04097473 0.54440433 0.         0.05902527 0.         0.87238267
 0.07689531 0.04151625]"
ur17513007,"[1.00251108 0.86750369 0.17592319 0.22644018 1.41107829 0.93633678
 0.06639586 2.53028065 0.11986706 0.4254062  0.04091581 0.07348597
 0.92599705 0.09121123 0.0288774  0.81971935 0.         0.
 0.38360414 0.56750369 0.         0.06816839 0.         0.96011817
 0.10384047 0.03692762]"
ur17527919,"[1.58291139 1.65015823 0.33512658 0.47974684 1.65427215 0.57863924
 0.02357595 2.92120253 0.33433544 0.68607595 0.         0.16392405
 0.6210443  0.19952532 0.15268987 0.56392405 0.         0.
 1.04177215 0.84161392 0.         0.02357595 0.         0.70158228
 0.06629747 0.02056962]"
ur17582233,"[1.08334721 0.59467111 0.01806828 0.5408826  0.50308077 1.16444629
 0.1274771  3.10366361 0.02922565 0.32206495 0.         0.17527061
 1.24729392 0.05045795 0.         1.13472107 0.00407993 0.
 0.30574521 0.494005   0.         0.05961699 0.         1.50074938
 0.09825146 0.01490425]"
ur17590531,"[1.36329966 1.37037037 0.25858586 0.61851852 1.23265993 0.94208754
 0.18215488 2.91649832 0.16127946 0.2996633  0.02154882 0.40808081
 0.24006734 0.13232323 0.         0.54579125 0.         0.
 0.58114478 0.56700337 0.         0.1026936  0.         0.78888889
 0.24309764 0.06498316]"
ur17615485,"[1.42323338 0.87718383 0.14761408 0.19809648 1.24052151 0.91040417
 0.04174707 1.56080834 0.13827901 0.36988266 0.02917862 0.08604954
 0.71848761 0.0641721  0.01812256 0.48336375 0.         0.
 0.31705346 0.50667536 0.         0.07838331 0.         0.7998957
 0.09337679 0.04052151]"
ur17646017,"[2.66091336 2.2208865  0.49348556 0.59348556 2.48938885 1.54647414
 0.         3.89503022 0.5373405  0.73270651 0.         0.28549362
 0.21685695 0.14231028 0.04150437 0.50436535 0.         0.
 0.86568167 0.79113499 0.         0.23559436 0.         1.19456011
 0.23989255 0.05352586]"
ur17651340,"[0.8814433  0.79072165 0.2871134  0.18969072 0.89793814 0.26237113
 0.         0.89484536 0.20051546 0.29484536 0.         0.17783505
 0.10876289 0.07113402 0.0443299  0.15257732 0.         0.
 0.19793814 0.25979381 0.         0.01804124 0.         0.29226804
 0.01649485 0.00463918]"
ur17687207,"[7.48076923e-01 7.80769231e-01 9.82692308e-01 6.11538462e-01
 1.05961538e+00 6.11538462e-01 1.92307692e-03 3.60961538e+00
 1.57692308e-01 2.73076923e-01 0.00000000e+00 5.03846154e-01
 2.57692308e-01 5.78846154e-01 1.92307692e-03 5.11538462e-01
 0.00000000e+00 0.00000000e+00 4.13461538e-01 3.75000000e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.30769231e-01
 5.76923077e-01 0.00000000e+00]"
ur17718651,"[2.82378049e+00 2.05000000e+00 2.03048780e-01 1.29268293e-01
 1.72865854e+00 1.19573171e+00 1.10975610e-01 2.08780488e+00
 5.00609756e-01 7.91463415e-01 0.00000000e+00 1.98170732e-01
 4.35365854e-01 1.28658537e-01 6.09756098e-04 2.37195122e-01
 0.00000000e+00 0.00000000e+00 2.81097561e-01 7.64024390e-01
 0.00000000e+00 1.59756098e-01 0.00000000e+00 8.15853659e-01
 4.87804878e-02 4.51219512e-02]"
ur1773017,"[0.271875  0.08125   0.        1.053125  1.5140625 1.4859375 1.0953125
 2.4765625 0.        0.        0.        0.2265625 0.2671875 1.375
 0.        0.2265625 0.        0.        0.321875  0.0390625 0.
 0.05625   0.        0.3171875 0.        0.0140625]"
ur1773414,"[0.87641921 0.5790393  0.05642892 0.23731198 0.87622513 0.53755459
 0.01052887 1.30645318 0.16050461 0.2424066  0.         0.07690442
 0.356623   0.06152353 0.02261038 0.3221737  0.         0.
 0.40562834 0.27282872 0.         0.06244541 0.         0.57588549
 0.0354197  0.00829694]"
ur17816293,"[8.58749704e-01 8.46270424e-01 4.20790907e-02 3.95998106e-01
 2.20277054e+00 7.48259531e-01 6.63746152e-02 3.22933933e+00
 2.91333175e-01 1.92801326e-01 1.57328913e-01 3.46601942e-01
 7.25550556e-02 4.00710395e-01 4.89936064e-01 3.88633673e-01
 1.16031257e-03 0.00000000e+00 1.51482359e+00 1.84915937e-01
 0.00000000e+00 9.44352356e-02 0.00000000e+00 4.72626095e-01
 6.63201516e-01 2.72460336e-01]"
ur17822437,"[1.25266868e+00 1.09748238e+00 1.21097684e-01 6.02870091e-01
 1.66037261e+00 1.09884189e+00 8.34340383e-02 3.48539778e+00
 2.25730111e-01 4.14501511e-01 1.52165156e-01 2.52316213e-01
 6.27693857e-01 2.62789527e-01 1.67472306e-01 5.88670695e-01
 2.46727090e-03 0.00000000e+00 8.91289023e-01 5.54682779e-01
 0.00000000e+00 1.52366566e-01 0.00000000e+00 7.98388721e-01
 1.90886203e-01 1.77492447e-01]"
ur17825945,"[1.07884907e+00 7.46794548e-01 1.45734478e-01 1.33467945e-01
 1.27491166e+00 6.46491671e-01 6.68854114e-02 1.45507320e+00
 1.10954064e-01 3.14184755e-01 4.08884402e-03 3.67491166e-02
 9.74507824e-01 6.23422514e-02 1.80716810e-02 4.97778900e-01
 1.26198889e-03 0.00000000e+00 3.11307420e-01 4.55174154e-01
 0.00000000e+00 3.23573953e-02 0.00000000e+00 8.92276628e-01
 2.32710752e-02 3.43260979e-02]"
ur1784557,"[1.90347222 1.44652778 0.2234375  0.5078125  1.6265625  1.03385417
 0.09131944 2.31388889 0.18211806 0.38697917 0.         0.22291667
 0.67743056 0.09201389 0.         0.54670139 0.01736111 0.
 0.31163194 0.70017361 0.         0.12413194 0.         0.91493056
 0.06527778 0.04392361]"
ur17879959,"[8.01599327e-01 9.36026936e-01 3.78451178e-01 1.65319865e-01
 9.09511785e-01 6.62121212e-01 6.87710438e-02 2.01851852e+00
 1.94107744e-01 4.95370370e-01 2.33164983e-02 9.73905724e-02
 1.04377104e+00 4.81481481e-02 9.25925926e-03 6.30892256e-01
 8.41750842e-05 0.00000000e+00 1.43686869e-01 6.58670034e-01
 0.00000000e+00 2.80303030e-02 0.00000000e+00 6.20622896e-01
 1.01010101e-01 2.00336700e-02]"
ur18000748,"[6.96915470e-01 7.22886744e-01 2.38544855e-01 4.17400518e-01
 2.09886979e+00 8.46079586e-01 3.70991288e-01 2.64377207e+00
 2.16764775e-01 3.50200141e-01 1.68613139e-01 1.48340005e-01
 4.99646810e-01 2.32776077e-01 1.56463386e-01 4.16882505e-01
 9.23004474e-03 1.50694608e-03 1.03581352e+00 3.20202496e-01
 0.00000000e+00 6.81893101e-02 0.00000000e+00 5.20814693e-01
 8.90040028e-02 6.47986814e-02]"
ur1803589,"[0.78745163 0.81160862 0.18065229 0.18767275 1.54643449 0.73150912
 0.12974019 2.00912106 0.24477612 0.37855169 0.00823659 0.09690437
 0.31873964 0.06434494 0.04372582 0.36053068 0.         0.
 0.66594804 0.43571034 0.         0.0880597  0.         0.50751797
 0.0949696  0.02647872]"
ur18044142,"[0.73518108 0.51596452 0.20206948 0.40443459 0.72845528 0.61988174
 0.45698448 1.96186253 0.0902439  0.21515152 0.         0.20295639
 0.4293422  0.11936438 0.01433851 0.33939394 0.01492979 0.
 0.2030303  0.16747967 0.         0.02113821 0.         0.62002956
 0.09526977 0.03481153]"
ur18074616,"[1.49864499 1.67533875 0.5100271  0.64227642 1.56558266 1.23821138
 0.02710027 4.85636856 0.38861789 0.47289973 0.17859079 0.29945799
 0.29403794 0.2897019  0.0802168  0.85934959 0.         0.
 1.06558266 0.92628726 0.         0.06124661 0.         0.96233062
 0.45501355 0.17723577]"
ur18268773,"[1.37332564 1.43314088 0.41836028 0.57505774 1.72413395 0.83637413
 0.09838337 2.7534642  0.39110855 0.44942263 0.02632794 0.23360277
 0.17632794 0.15184758 0.05854503 0.402194   0.0204388  0.
 0.45577367 0.61501155 0.         0.15704388 0.         0.497806
 0.20785219 0.06743649]"
ur18279193,"[1.17607843 1.31411765 0.5054902  0.33843137 1.7545098  0.81901961
 0.01960784 3.52941176 0.33431373 0.43039216 0.02294118 0.10823529
 0.09137255 0.15764706 0.04627451 0.52372549 0.         0.
 1.25509804 0.55235294 0.         0.06803922 0.         0.80254902
 0.06882353 0.01921569]"
ur18364527,"[3.38474576 2.44745763 1.21355932 0.85423729 3.75254237 1.98474576
 0.         3.62542373 0.16949153 0.30677966 0.         0.16949153
 1.06271186 0.16949153 0.         0.78813559 0.         0.
 0.53728814 0.84745763 0.         0.         0.         1.57457627
 0.33898305 0.        ]"
ur18374284,"[1.57291948 1.59622132 0.51273054 0.68767431 1.79482681 1.00602789
 0.07683311 3.59023842 0.41727395 0.48591993 0.04102564 0.33310841
 0.42384166 0.1745839  0.08335583 0.51592443 0.00364372 0.
 0.64606388 0.637157   0.         0.10292398 0.         0.78902384
 0.22235717 0.09824561]"
ur18374320,"[0.96603527 1.26476159 0.56779882 0.17913129 2.21407577 0.55662965
 0.06374918 2.12717178 0.46038537 0.54650555 0.0040823  0.05956891
 1.11969301 0.14908556 0.07067276 0.53105813 0.0036904  0.
 0.88863488 0.47929458 0.         0.06387982 0.         0.7791966
 0.03530372 0.02139125]"
ur18408040,"[0.2297491  0.26774194 0.         0.93512545 1.48924731 0.94516129
 0.05519713 4.74731183 0.12724014 0.27455197 0.11827957 0.42795699
 0.31827957 0.24587814 0.13978495 0.64444444 0.         0.
 1.6827957  0.13727599 0.         0.01756272 0.         0.69928315
 0.15483871 0.05197133]"
ur18499083,"[1.29278169 0.97588028 0.29383803 0.45211268 0.86778169 1.18855634
 0.14771127 3.28309859 0.23045775 0.25545775 0.02623239 0.19066901
 0.29947183 0.1568662  0.02007042 0.53433099 0.         0.
 0.39647887 0.55792254 0.         0.05017606 0.         0.80088028
 0.16338028 0.1209507 ]"
ur18532003,"[2.31825  1.615375 0.341625 0.10625  1.748375 0.899125 0.052875 1.667625
 0.11575  0.593125 0.       0.066875 0.69325  0.045875 0.009    0.496875
 0.       0.       0.274875 1.025875 0.       0.042875 0.       0.9245
 0.086625 0.05725 ]"
ur18622219,"[1.99524422 1.67082262 0.1059126  0.36439589 1.60077121 0.70758355
 0.01375321 2.28239075 0.27969152 0.52596401 0.         0.12056555
 0.57827763 0.13971722 0.05025707 0.58766067 0.         0.
 0.42287918 0.59922879 0.         0.11118252 0.         0.83097686
 0.06915167 0.05128535]"
ur18624974,"[1.89347826e+00 1.72608696e+00 1.06521739e-01 7.67391304e-01
 6.30434783e-01 5.58695652e-01 2.17391304e-03 2.33260870e+00
 1.76086957e-01 6.71739130e-01 0.00000000e+00 0.00000000e+00
 1.06521739e+00 5.34782609e-01 2.28260870e-01 6.52173913e-01
 0.00000000e+00 0.00000000e+00 1.76086957e-01 1.16521739e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.26304348e+00
 0.00000000e+00 2.17391304e-01]"
ur18634170,"[2.13975155 1.39409938 0.01987578 0.23571429 1.00372671 0.68074534
 0.01770186 1.56397516 0.12049689 0.25838509 0.         0.0984472
 0.2189441  0.06397516 0.02515528 0.34937888 0.         0.
 0.1621118  0.85931677 0.         0.13540373 0.         1.04875776
 0.12049689 0.01987578]"
ur1866601,"[1.38391839 1.09548047 0.31627907 0.27110575 1.40329092 0.87977183
 0.13725318 2.25221588 0.16592804 0.4776437  0.01178148 0.12400176
 0.68764809 0.12075472 0.02779728 0.59806933 0.0046731  0.
 0.49052216 0.69580957 0.         0.04973673 0.         0.83745064
 0.09846424 0.03209741]"
ur18723110,"[2.58519096 2.591894   0.80646921 0.48441154 2.25502728 0.9624318
 0.1786438  2.80763835 0.56430242 0.74372564 0.         0.21223694
 0.77248636 0.14263445 0.09937646 0.58495713 0.00498831 0.
 0.47038192 1.0035074  0.         0.22782541 0.         1.12299299
 0.16461419 0.04130943]"
ur1878251,"[1.280625   1.00647059 0.26775735 0.19544118 1.6225     0.88819853
 0.10110294 1.73639706 0.23408088 0.38742647 0.01121324 0.08238971
 0.63841912 0.06908088 0.03349265 0.51522059 0.00415441 0.
 0.38363971 0.48091912 0.         0.08643382 0.         0.783125
 0.055625   0.01334559]"
ur18874471,"[3.08050847 3.27033898 0.96949153 0.13728814 1.43898305 0.65254237
 0.         2.59745763 0.41355932 1.23644068 0.         0.04152542
 0.54152542 0.         0.         0.73135593 0.         0.
 0.26016949 1.28644068 0.         0.11016949 0.         1.11016949
 0.12288136 0.15338983]"
ur1890722,"[2.32842466 2.59143836 0.38767123 0.65       1.54554795 1.28938356
 0.         3.31267123 0.44486301 0.85376712 0.01678082 0.20410959
 0.23732877 0.08390411 0.09109589 0.51952055 0.         0.
 0.32910959 1.30239726 0.         0.0619863  0.         0.94554795
 0.34657534 0.30273973]"
ur18982588,"[3.41122449 2.82755102 0.74387755 0.27857143 0.94183673 0.89183673
 0.         2.95306122 0.34795918 0.7244898  0.         0.08265306
 0.54489796 0.08265306 0.         1.33367347 0.         0.
 0.36326531 2.22346939 0.         0.         0.         0.69183673
 0.13265306 0.06530612]"
ur1899036,"[0.86400122 0.55475829 0.19884463 0.3228945  0.82195196 1.06065673
 0.38485862 2.52237762 0.08774704 0.27737914 0.05506233 0.17452113
 0.52484038 0.13809669 0.02395865 0.53946488 0.00602007 0.
 0.34472484 0.35928854 0.         0.03928246 0.         0.76132563
 0.14776528 0.03688051]"
ur19009969,"[6.40484773e-01 3.77513984e-01 5.70913611e-02 1.61367309e-01
 7.55313860e-01 6.56159105e-01 1.51149782e-02 1.51497825e+00
 5.37849596e-02 2.32691112e-01 3.23057800e-02 5.90428838e-02
 5.94978247e-01 6.31448104e-02 1.18707272e-02 4.69098819e-01
 2.48601616e-05 1.24300808e-05 2.76134245e-01 2.84735861e-01
 0.00000000e+00 2.99316346e-02 0.00000000e+00 6.24698571e-01
 4.79925420e-02 3.25792418e-02]"
ur19117722,"[1.73674614 1.29607293 0.03436185 0.54894811 0.73225806 2.01220196
 0.04516129 5.59537167 0.09060309 0.51669004 0.19060309 0.2772791
 0.14642356 0.08934081 0.0430575  1.17685835 0.         0.
 0.87110799 0.67896213 0.         0.07980365 0.         1.47391304
 0.31486676 0.25035063]"
ur19277627,"[1.40386266 1.26909871 0.4806867  0.16824034 0.81201717 0.52446352
 0.08969957 2.22360515 0.20214592 0.33004292 0.         0.08283262
 0.84806867 0.         0.03476395 0.62832618 0.         0.
 0.14978541 0.80729614 0.         0.         0.         0.80515021
 0.19914163 0.        ]"
ur19392148,"[3.99658120e+00 2.91652422e+00 1.31139601e+00 2.30769231e-02
 6.56410256e-01 4.07122507e-01 0.00000000e+00 9.60683761e-01
 2.16239316e-01 1.02592593e+00 0.00000000e+00 0.00000000e+00
 6.80626781e-01 9.11680912e-03 2.84900285e-04 2.30769231e-01
 0.00000000e+00 0.00000000e+00 3.58974359e-02 1.67378917e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.66096866e-01
 5.86894587e-02 0.00000000e+00]"
ur19404364,"[2.21457995 1.7104065  0.30878049 0.3601084  1.72525745 1.02785908
 0.04850949 2.62189702 0.21349593 0.59279133 0.01409214 0.11132791
 0.79344173 0.08168022 0.02081301 0.67425474 0.         0.
 0.62563686 0.89853659 0.         0.13653117 0.         1.06498645
 0.09826558 0.03289973]"
ur19484559,"[1.83704268e+00 1.31305894e+00 5.20680894e-01 3.93851626e-01
 1.40873984e+00 1.11041667e+00 1.76880081e-01 2.43795732e+00
 2.23272358e-01 5.01575203e-01 0.00000000e+00 1.37195122e-01
 8.11432927e-01 1.21036585e-01 2.30691057e-02 5.20071138e-01
 3.25203252e-03 5.08130081e-05 2.32571138e-01 9.00355691e-01
 0.00000000e+00 5.72662602e-02 0.00000000e+00 8.02286585e-01
 1.03455285e-01 5.29979675e-02]"
ur19510928,"[0.9225974  1.38961039 1.02207792 0.41584416 2.40493506 1.14545455
 0.10467532 2.98285714 0.23038961 0.38051948 0.         0.18
 0.0838961  0.09714286 0.06519481 0.48077922 0.         0.
 0.7225974  0.37142857 0.         0.06311688 0.         0.60961039
 0.14103896 0.07142857]"
ur1951246,"[1.31006364e+00 1.10986476e+00 1.83631663e-01 3.51471758e-01
 1.60688146e+00 8.14339698e-01 8.35322196e-03 2.36503580e+00
 3.73627685e-01 3.67263325e-01 2.36475736e-02 1.67243437e-01
 5.07657120e-01 1.27227526e-01 5.86117741e-02 4.32637232e-01
 1.94908512e-03 0.00000000e+00 7.02883850e-01 4.56483691e-01
 0.00000000e+00 1.04415274e-01 0.00000000e+00 7.65712013e-01
 1.27187749e-01 1.23408910e-01]"
ur19536006,"[1.88641115e+00 1.63379791e+00 4.20383275e-01 3.26480836e-01
 1.56498258e+00 7.31881533e-01 1.74216028e-04 2.13414634e+00
 3.22822300e-01 5.96341463e-01 0.00000000e+00 7.66550523e-02
 3.93379791e-01 1.11149826e-01 6.14982578e-02 3.56620209e-01
 0.00000000e+00 0.00000000e+00 4.56620209e-01 9.62369338e-01
 0.00000000e+00 5.05226481e-02 0.00000000e+00 6.93554007e-01
 8.51916376e-02 2.61324042e-02]"
ur19556601,"[4.01577181e+00 2.99395973e+00 3.53355705e-01 5.01677852e-01
 1.31073826e+00 1.39630872e+00 1.00671141e-03 2.80906040e+00
 3.15436242e-01 7.57046980e-01 0.00000000e+00 3.47315436e-01
 2.38926174e-01 1.03691275e-01 5.53691275e-02 4.62416107e-01
 0.00000000e+00 0.00000000e+00 1.56711409e-01 1.26812081e+00
 0.00000000e+00 1.17114094e-01 0.00000000e+00 1.05838926e+00
 9.42953020e-02 7.71812081e-02]"
ur1955998,"[0.69346734 0.73668342 0.1281407  0.70318258 1.31172529 1.14338358
 0.18877722 3.15008375 0.09530988 0.19698492 0.06716918 0.23785595
 0.17638191 0.28592965 0.10921273 0.51842546 0.         0.
 0.67085427 0.26264657 0.         0.11155779 0.         0.61507538
 0.29480737 0.04271357]"
ur19589623,"[1.26703704e+00 4.61481481e-01 1.48148148e-03 4.07407407e-01
 1.07740741e+00 1.23444444e+00 8.55555556e-02 2.41185185e+00
 1.37777778e-01 1.70000000e-01 0.00000000e+00 2.07037037e-01
 9.65185185e-01 5.55555556e-02 5.37037037e-02 4.86666667e-01
 0.00000000e+00 0.00000000e+00 3.75555556e-01 2.91851852e-01
 0.00000000e+00 7.11111111e-02 0.00000000e+00 1.14925926e+00
 9.25925926e-02 6.85185185e-02]"
ur19611175,"[1.03699187 0.69898374 0.16300813 0.0402439  0.18577236 0.51280488
 0.         0.88800813 0.01158537 0.2699187  0.         0.00731707
 1.75772358 0.         0.         1.07947154 0.         0.
 0.01158537 0.49613821 0.         0.00995935 0.         1.23821138
 0.         0.02012195]"
ur19648580,"[1.65702479 1.50826446 0.11983471 1.29917355 2.94958678 0.69008264
 0.08264463 4.08264463 0.74380165 0.48677686 0.         0.21157025
 0.07355372 0.47272727 0.16528926 0.16115702 0.         0.
 0.85371901 0.56859504 0.         0.25371901 0.         0.39090909
 0.         0.09421488]"
ur19703815,"[1.15770235 0.93211488 0.3229765  0.82741514 1.53577023 1.35744125
 0.11958225 4.12741514 0.15718016 0.30809399 0.02610966 0.26031332
 0.11906005 0.11174935 0.         0.67336815 0.         0.
 1.12375979 0.63785901 0.         0.12950392 0.         0.8232376
 0.19477807 0.10678851]"
ur19752191,"[8.79911943e-01 9.89488167e-01 3.83929554e-01 4.17198679e-01
 1.62281233e+00 6.64226747e-01 4.58888277e-01 2.07061090e+00
 3.31315355e-01 3.40698954e-01 3.29389103e-02 1.55531095e-01
 4.82883875e-01 1.83791965e-01 9.67804073e-02 3.85222895e-01
 8.75068795e-03 1.34837644e-03 4.67914144e-01 3.60456797e-01
 0.00000000e+00 1.04650523e-01 0.00000000e+00 5.32085856e-01
 9.32030820e-02 6.82168409e-02]"
ur1977084,"[0.35282959 0.37122985 0.08308568 0.45301929 2.2644325  0.57062915
 0.06392665 2.71979134 0.19456212 0.23559911 0.00970598 0.15143851
 0.12756876 0.15871009 0.04211192 0.29588998 0.00404679 0.
 1.23891875 0.11994942 0.         0.08729055 0.         0.37840658
 0.04160607 0.01251976]"
ur1980092,"[2.28591885e+00 1.88400955e+00 2.66706444e-01 7.26730310e-02
 8.42482100e-01 4.33532220e-01 0.00000000e+00 1.26205251e+00
 1.74701671e-01 6.57637232e-01 0.00000000e+00 1.07995227e-01
 6.13365155e-01 1.43198091e-03 2.19570406e-02 3.33054893e-01
 0.00000000e+00 0.00000000e+00 1.69689737e-01 1.11718377e+00
 0.00000000e+00 8.35322196e-03 0.00000000e+00 6.27326969e-01
 7.68496420e-02 2.75656325e-02]"
ur1982609,"[1.71038961 1.65064935 0.         0.25064935 0.67077922 0.6512987
 0.03181818 1.50194805 0.08376623 0.44935065 0.         0.15454545
 0.2987013  0.02402597 0.0525974  0.54285714 0.         0.
 0.22922078 0.82467532 0.         0.11948052 0.         0.87597403
 0.06428571 0.        ]"
ur19831446,"[0.18541667 0.20833333 0.         0.42916667 0.74791667 0.94791667
 0.20833333 2.16458333 0.         0.10208333 0.         0.43333333
 0.50625    0.13333333 0.         0.46458333 0.         0.
 0.         0.         0.         0.         0.         0.6375
 0.26875    0.10208333]"
ur19860411,"[1.11561351e+00 1.13366007e+00 3.49396114e-01 5.50096272e-01
 1.55011378e+00 8.23297742e-01 3.47208122e-01 3.03633818e+00
 3.49518642e-01 3.69683179e-01 7.19411868e-02 2.85629267e-01
 3.95956590e-01 2.09032032e-01 1.11325048e-01 4.08226851e-01
 1.97794504e-03 0.00000000e+00 7.60038509e-01 3.53352004e-01
 0.00000000e+00 1.37090845e-01 0.00000000e+00 6.49833713e-01
 2.12252757e-01 1.09749694e-01]"
ur1994077,"[1.75510067 1.22489933 0.35516779 0.24436242 1.68302013 1.28228188
 0.22463087 1.8642953  0.19557047 0.26926174 0.03959732 0.11080537
 0.25389262 0.13583893 0.0314094  0.36127517 0.         0.
 0.34536913 0.60691275 0.         0.09973154 0.         0.8509396
 0.04785235 0.0990604 ]"
ur19968579,"[1.77848537 1.08175559 0.06833046 0.35180723 1.15283993 0.67538726
 0.17263339 2.33356282 0.1827883  0.48709122 0.         0.1464716
 0.44113597 0.09345955 0.06471601 0.50757315 0.         0.
 0.51635112 0.87555938 0.         0.02203098 0.         0.76179002
 0.04406196 0.01962134]"
ur19998007,"[1.20513064 0.61311164 0.06304038 0.75705463 0.97159145 1.40327791
 0.4168171  3.3895962  0.07795724 0.19862233 0.01558195 0.28275534
 0.38451306 0.1784323  0.05045131 0.55339667 0.         0.
 0.40921615 0.2863658  0.         0.15501188 0.         1.08527316
 0.19643705 0.13510689]"
ur20010568,"[2.09330544 1.12426778 0.         0.85690377 0.50041841 1.02008368
 0.         2.71924686 0.04728033 0.10041841 0.041841   0.3665272
 0.13933054 0.02677824 0.         0.59079498 0.         0.
 0.34225941 0.82677824 0.         0.15690377 0.         1.06610879
 0.08451883 0.09539749]"
ur2004984,"[1.27563684e+00 9.47158720e-01 1.04898759e-01 3.16459830e-01
 1.18112345e+00 1.07870673e+00 1.43696930e-01 2.55649902e+00
 2.13520575e-01 2.86544742e-01 9.92815153e-03 1.66753756e-01
 6.55258001e-01 9.25538863e-02 2.71717831e-02 5.83409536e-01
 1.63291966e-03 0.00000000e+00 3.95950359e-01 4.58066623e-01
 0.00000000e+00 1.09797518e-01 0.00000000e+00 9.20640105e-01
 1.55649902e-01 5.74134553e-02]"
ur20059442,"[2.73015657 1.76807352 0.22995235 0.49809394 1.51660994 1.41082369
 0.         2.5987066  0.11701838 0.51095984 0.         0.18999319
 0.53655548 0.08597686 0.01272975 0.59509871 0.         0.
 0.33580667 0.86535058 0.         0.10061266 0.         1.30238257
 0.12076242 0.0645337 ]"
ur20088107,"[3.27018634e-01 4.81055901e-01 5.62111801e-02 6.14285714e-01
 1.41211180e+00 9.90372671e-01 4.96894410e-03 5.08478261e+00
 1.51863354e-01 1.73602484e-01 1.59316770e-01 3.21739130e-01
 2.78571429e-01 8.69565217e-02 1.25776398e-01 5.43788820e-01
 0.00000000e+00 0.00000000e+00 1.75000000e+00 1.15217391e-01
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.23913043e-01
 2.08695652e-01 9.50310559e-02]"
ur20126823,"[9.57654723e-02 2.32899023e-01 3.45276873e-02 9.98371336e-01
 9.13680782e-01 7.23127036e-01 1.34071661e+00 3.09609121e+00
 1.29641694e-01 5.66775244e-02 2.41042345e-02 6.64169381e-01
 8.14332248e-03 3.69706840e-01 2.93159609e-03 1.88925081e-01
 4.72312704e-02 0.00000000e+00 6.12052117e-01 2.34527687e-02
 0.00000000e+00 4.00651466e-02 0.00000000e+00 4.72638436e-01
 5.30293160e-01 3.55048860e-02]"
ur20190389,"[1.85290621 0.77067371 0.04564069 0.65819022 1.06215324 1.37364597
 0.00845443 4.051321   0.25250991 0.18916777 0.02120211 0.30488771
 0.21519155 0.04583884 0.25449141 0.60601057 0.         0.
 0.90211361 0.26908851 0.         0.10700132 0.         1.0661823
 0.16043593 0.01730515]"
ur2020154,"[9.06552463e-01 7.76017131e-01 2.60620985e-01 4.47987152e-01
 1.44597430e+00 8.86316916e-01 3.79357602e-01 3.18492505e+00
 1.71798715e-01 3.63404711e-01 2.57601713e-02 2.26702355e-01
 5.06488223e-01 1.88115632e-01 4.93790150e-02 5.32034261e-01
 3.87580300e-03 1.37044968e-03 6.76188437e-01 3.90899358e-01
 0.00000000e+00 9.84154176e-02 0.00000000e+00 7.69079229e-01
 1.14882227e-01 3.05995717e-02]"
ur20215511,"[0.48950673 0.66663677 0.13910314 0.64278027 1.33793722 1.14735426
 0.66618834 4.25327354 0.08520179 0.4155157  0.06547085 0.20618834
 1.07174888 0.32233184 0.03955157 1.02520179 0.         0.
 0.57838565 0.40896861 0.         0.02179372 0.         1.0503139
 0.12233184 0.09013453]"
